,symbol,display_symbol,name,aliases,shortname,last_price_usd,market_cap_rank,volume_rank,price_change_1H_percent,price_change_1D_percent,price_change_7D_percent,price_change_30D_percent,price_change_90D_percent,price_change_180D_percent,price_change_365D_percent,price_change_3Y_percent,price_change_5Y_percent,price_change_ALL_percent,price_change_YTD_percent,volume_24_usd,display,trading_since,supply,last_update,ico_end,include_supply,use_volume,growth_all_time,ccu_slug,image_hash,market_cap_usd,categories
9851,WENB,WENB,Wenburn,,wenburn,5.165751175172853e-05,,,0.0,0.0,0.0,-99.76,-99.86,-99.79,-99.74,-99.74,-99.74,-99.85,-99.67,0.0,true,2020-09-30 12:10:00,,1630512070,,true,true,,wenburn,,0.0,[15]
9852,WET2,WET,Weble Ecosystem Token,,weble-ecosystem-token,3.5300000000000002,,,0.0,0.0,0.0,40.54,559.73,559.73,559.73,559.73,559.73,709.16,559.73,0.0,true,2021-07-26 16:00:00,,1632125460,,true,true,,weble-ecosystem-token,,0.0,[]
9853,WEYU,WEYU,WEYU,,weyu,,,,0.0,0.0,0.0,,,,,,,,,0.0,not_trading,,,1630697945,,true,true,,weyu,,0.0,[]
9854,WFCE,WFCE,UssCyber,,usscyber,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1571995682,2020-01-14 23:59:00,true,true,,usscyber,,0.0,[18]
9855,WFIL,WFIL,Wrapped Filecoin,,wrapped-filecoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1606305824,,true,true,,wrapped-filecoin,,0.0,[15]
9856,WGGS,WGGS,Golden Griffin Stone,,golden-griffin-stone,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1592223561,,true,true,,golden-griffin-stone,,0.0,[]
9857,WGRT,WGRT,WaykiChain Governance Coin,,waykichain-governance-coin,0.0031266434621070004,,1005.0,0.46,-6.09,-20.99,-38.32,-21.6,-35.63,-80.29,-60.5,-60.5,-62.22,-44.9,823214.0,true,2020-06-17 10:45:00,,1632745486,2020-06-17 05:00:00,true,true,1970-01-01,waykichain-governance-coin,,0.0,[]
9858,WHNS,WHNS,Wrapped HNS,,wrapped-hns,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1623855387,,true,true,,wrapped-hns,,0.0,[]
9859,WILC,WILC,Wrapped ILCOIN,,wrapped-ilcoin,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,31111212.0,1621283518,,true,true,,wrapped-ilcoin,,0.0,"[3, 14, 15]"
9860,WIN5,WIN,Winstex,,winstex,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,,,1600765796,,true,true,,winstex,,0.0,[15]
9861,WING,WING,WingShop,,wingshop,0.0036938938542380004,,2005.0,-2.33,1.31,5.66,-65.52,-65.52,166.29,-76.86,-77.34,-77.34,-81.24,166.29,31725.0,true,2020-09-01 09:45:00,,1632745847,,true,true,,wingshop,,0.0,[15]
9862,WINS,WINS,WinStars,,winstars,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1526945243,2018-07-03 00:00:00,true,true,,winstars,,0.0,[]
9863,WIS2,WIS,Wish Coin,,wish-coin,0.336889028549194,,,0.0,0.0,0.0,0.0,0.0,0.0,-81.4,,,,0.0,0.0,true,2020-11-19 10:05:00,,1606228103,,true,true,,wish-coin,,0.0,[15]
9864,WISE,WISE,Wise Token,,wise-token,0.46722760057039103,,713.0,-0.65,1.9500000000000002,-1.21,-0.62,31.03,23.76,0.07,0.07,0.07,59.08,0.07,1452285.0,true,2021-01-05 09:25:00,,1632745847,2020-12-30 23:59:00,true,true,,wise-token,,0.0,[15]
9865,WIT2,WIT,Witnet Foundation,,witnet-foundation,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1545914290,2018-04-30 23:59:00,true,true,,witnet-foundation,,0.0,[]
9866,WIVA,WIVA,WiV,,wiv,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1626074182,,true,true,,wiv,,0.0,[]
9867,WIZ2,WIZ,Wizard,,wizard,0.032007467001676004,,,0.0,0.0,0.0,0.0,0.0,0.0,-35.99,,,,0.0,0.0,true,2020-12-30 08:40:00,,1610472284,,true,true,,wizard,,0.0,"[3, 15]"
9868,WIZO,WIZO,WiZzo,,wizzo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1559123751,2019-11-02 23:59:00,true,true,,wizzo,,0.0,[15]
9869,WLEO,WLEO,Wrapped LEO,,wrapped-leo,0.000138599993078,,,0.0,0.0,0.0,0.0,0.0,0.0,-99.93,,,,0.0,0.0,true,2020-09-29 11:30:00,,1603128983,,true,true,,wrapped-leo,,0.0,[15]
9870,WLME,WLME,Wellmee,,wellmee,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1540455062,2018-11-30 23:59:00,true,true,,wellmee,,0.0,[]
9871,WLO2,WLO,Pigzbe,,pigzbe,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1536757029,2018-10-31 12:00:00,true,true,,pigzbe,,0.0,[]
9872,WLT2,WLT,WarLordToken,,warlordtoken,0.0020646783059460002,,,0.0,0.0,0.0,0.0,-90.44,-99.85,-99.98,-99.98,-99.98,-99.99,0.0,0.0,true,2020-10-26 14:30:00,,1626772945,,true,true,,warlordtoken,,0.0,[15]
9873,WLTC,WLTC,Wrapped Litecoin,,wrapped-litecoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1606306515,,true,true,,wrapped-litecoin,,0.0,[]
9874,WMC2,WMC,Webmastercoin,,webmastercoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1554731574,2019-05-10 23:59:00,true,true,,webmastercoin,,0.0,[15]
9875,WMT2,WMT,World Mobile Token,,world-mobile-token,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1622713229,2021-08-09 23:59:00,true,true,,world-mobile-token,,0.0,[]
9876,WNCG,WNCG,Wrapped NCG,,wrapped-ncg,1.009628323400622,,388.0,-0.37,-1.9,-4.8,-71.81,-74.17,-74.17,-74.17,-74.17,-74.17,-75.21,-74.17,5906845.0,true,2021-08-16 16:00:00,,1632745427,,true,true,,wrapped-ncg,,0.0,[]
9877,WNTR,WNTR,Weentar,,weentar,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1620741169,2021-05-25 23:59:00,true,true,,weentar,,0.0,[15]
9878,WON2,WON,WON Coin,,won-coin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,9400000.0,1574939245,,true,true,,won-coin,,0.0,[15]
9879,WON3,WON,WONCOIN,,woncoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,,,1586956275,,true,true,,woncoin,,0.0,[]
9880,WOOF,WOOF!,WOOF Finance,,woof-finance,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1622708495,,true,true,,woof-finance,,0.0,[]
9881,WOW5,WOW,WowSecret,,wowsecret,0.0073504280298940005,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,2020-02-05 14:00:00,,1584445192,,true,true,1970-01-01,wowsecret,,0.0,[15]
9882,WOW7,WOW,World of Waves,,world-of-waves,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1626106528,,true,true,,world-of-waves,,0.0,[]
9883,WOWX,WOWX,WOWX,,wowx,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1553865263,2019-06-30 23:59:00,true,true,,wowx,,0.0,[15]
9884,WPT2,WPT,WorldPet,,worldpet,6.182883999999999e-06,,3792.0,0.0,10.54,10.42,-65.64,-65.64,-36.31,-36.37,-99.52,-99.52,-99.56,-36.31,0.093509935,true,2020-06-19 10:55:00,,1632745847,,true,true,1970-01-01,worldpet,,0.0,[15]
9885,WRC2,WRC,WhiteRockCasino,,whiterockcasino,0.014320051433004001,,3005.0,-0.44,11.82,56.96,-35.19,86.12,86.12,83.46,79.39,79.39,75.29,745.72,439.0,true,2020-09-02 12:15:00,,1632745847,,true,true,,whiterockcasino,,0.0,[15]
9886,WRT2,WRT,Warrior Token,,warrior-token,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1550055367,2019-07-14 23:59:00,true,true,,warrior-token,,0.0,[15]
9887,WRT3,WRT,WRT.FINANCE,,wrt-finance,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1619445877,2021-06-25 23:59:00,true,true,,wrt-finance,,0.0,[]
9888,WSKY,WSKY,Whisky,,whisky,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,1000448.0,1546965281,2020-11-25 14:00:00,true,true,,whisky,,0.0,[20]
9889,WSLT,WSLT,White Stripe Lottery,,white-stripe-lottery,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1585745259,2020-07-05 23:59:00,true,true,,white-stripe-lottery,,0.0,[15]
9890,WST3,WST,Winsor Token,,winsor-token,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,,,1584538622,,true,true,,winsor-token,,0.0,[]
9891,WSUM,WSUM,Wrapped sumcoin,,wrapped-sumcoin,3014.81,,,0.0,0.0,0.0,0.0,-22.53,50.4,50.4,50.4,50.4,47.23,0.0,0.0,true,2021-03-24 10:05:00,,1627886973,,true,true,,wrapped-sumcoin,,0.0,"[3, 14, 15]"
9892,WTML,WTML,wtml.finance,,wtml.finance,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1616751387,2021-06-28 23:59:00,true,true,,wtml.finance,,0.0,[15]
9893,WTXH,WTXH,WTX HUB,,wtx-hub,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1551966940,2019-04-16 23:59:00,true,true,,wtx-hub,,0.0,[15]
9894,WTXT,WTXT,World Trip Singapore,,world-trip-singapore,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1547735927,2019-05-30 23:59:00,true,true,,world-trip-singapore,,0.0,[15]
9895,WVG0,WVG0,Wrapped Virgin Gen-0 CryptoKitties,,wrapped-virgin-gen-0-cryptokitti,1011.86,,2443.0,-0.8,13.17,4.99,-8.97,311.36,84.57,603.98,603.98,603.98,624.28,654.05,3036.0,true,2020-10-21 10:35:00,,1632745786,,true,true,,wrapped-virgin-gen-0-cryptokitti,,0.0,"[15, 17]"
9896,WWC2,WWC,Werewolf Coin,,werewolf-coin,0.15534956246199902,,,0.0,0.0,0.0,0.0,-10.12,-10.12,-10.12,-10.12,-10.12,-0.29,0.0,0.0,true,2021-06-09 08:20:00,,1629214137,2021-05-26 23:59:00,true,true,,werewolf-coin,,0.0,[15]
9897,WWC3,WWC,World Wide Coin,,world-wide-coin,,,,0.0,0.0,0.0,,,,,,,,,0.0,not_trading,,,1630387364,,true,true,,world-wide-coin,,0.0,[]
9898,WWIN,WWIN,Wuxian.io,,wuxian-io,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1583493265,2020-03-15 11:00:00,true,true,,wuxian-io,,0.0,[15]
9899,WXLM,WXLM,Wrapped Stellar,,wrapped-stellar,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1606306719,,true,true,,wrapped-stellar,,0.0,[15]
9900,WXRP,WXRP,Wrapped Ripple,,wrapped-ripple,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1606306857,,true,true,,wrapped-ripple,,0.0,[15]
9901,WXTZ,WXTZ,Wrapped Tezos,,wrapped-tezos,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1606306040,,true,true,,wrapped-tezos,,0.0,[15]
9902,WZEC,WZEC,Wrapped Zcash,,wrapped-zcash,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1606305474,,true,true,,wrapped-zec,,0.0,[15]
9903,WaCo,WaCo,WaCo,,waco,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1614254187,2021-03-09 23:59:00,true,true,,waco,,0.0,[15]
9904,X.cx,X,US Steel Corp Tokenized Stock,,X-tokenized-stock,23.68,,,0.0,0.0,0.0,0.0,0.0,30.89,201.96,201.96,201.96,198.99,0.0,0.0,true,2020-08-31 11:25:00,,1624008065,,true,true,,X.cx,,0.0,[13]
9905,XAIN,XAIN,XAIN,,xain,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1549879577,,true,true,,xain,,0.0,[]
9906,XAL2,XAL,Alendoo,,alendoo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1552465441,2019-05-12 23:59:00,true,true,,alendoo,,0.0,[]
9907,XAMM,XAMM,Ammut Network,,ammut,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1552295702,2019-06-01 23:59:00,true,true,,ammut,,0.0,[15]
9908,XANK,XANK,Xank,,xank,0.005202426666666001,,3633.0,0.0,-0.02,0.05,-40.16,-83.66,-88.29,-90.54,-93.89,-93.89,-93.98,-88.74,5.0,true,2020-06-05 09:15:00,,1632745847,,true,true,1970-01-01,xank,,0.0,[]
9909,XBB2,XBB,Billion Bond,,billion-bond,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1545304614,,true,true,,billion-bond,,0.0,[]
9910,XBCU,XBCU,Bitacium,,bitacium,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1543222991,2018-12-27 23:59:00,true,true,,bitacium,,0.0,[15]
9911,XBG2,XBG,Bitgrin,,bitgrin,0.0013031685856110002,,3632.0,-0.42,0.14,-0.5700000000000001,-9.04,31.88,-23.81,222.24,-96.2,-96.2,-96.48,59.23,5.0,true,2020-03-06 10:00:00,,1632745427,,true,true,1970-01-01,bitgrin,,0.0,[]
9912,XBT2,XBT,Xbit,,xbit,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1628578504,,true,true,,xbit,,0.0,"[1, 2, 13]"
9913,XBZZ,XBZZ,XBZZ Token,,xbzz-token,0.14004222997926702,,2198.0,0.0,-3.06,-6.84,-33.46,-33.46,-33.46,-33.46,-33.46,-33.46,-35.45,-33.46,13612.0,true,2021-09-10 06:00:00,,1632745847,,true,true,,xbzz-token,,0.0,[]
9914,XCAD,XCAD,XCAD Network,,xcad-network,3.93,,319.0,1.27,-1.63,38.39,218.91,303.24,87.26,87.26,87.26,87.26,78.12,87.26,9975486.0,true,2021-05-31 10:45:00,,1632745666,,true,true,,xcad-network,,0.0,[]
9915,XCB2,XCB,Cryptobirds,,crypto-birds-platform,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1555313379,,true,true,,crypto-birds-platform,,0.0,[15]
9916,XCET,XCET,C Estates,,c-estates,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1566472168,2019-12-31 23:59:00,true,true,,c-estates,,0.0,[15]
9917,XCH2,XCH,Chia Network (IOU),,chia-network-iou,161.02,,506.0,0.37,-0.79,-15.59,-35.66,-41.46,-78.89,-78.89,-78.89,-78.89,-86.02,-78.89,2105919.0,true,2021-05-03 11:00:00,,1632745607,,true,true,,chia-network-iou,,0.0,[]
9918,XCLP,XCLP,Chynge.net,,chynge-net,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1532693163,2018-09-25 23:59:00,true,true,,chynge-net,,0.0,[]
9919,XCPO,XCPO,Copico Coin,,copico-coin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2017-11-14 21:22:50,,1527250003,,true,true,,copico-coin,,0.0,[]
9920,XCTR,XCTR,Capacity Transfer Radio,,capacity-transfer-radio,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1554212022,2019-02-28 23:59:00,true,true,,capacity-transfer-radio,,0.0,[15]
9921,XDAC,XDAC,xDAC,,xdac,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1529661561,2018-06-30 23:59:00,true,true,,xdac,,0.0,[]
9922,XDAG,XDAG,XDAG,,xdag,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1588082828,,true,true,,xdag,,0.0,[]
9923,XDAI,XDAI,xDai,,xdai-token,1.017899078929147,,,0.0,0.0,0.0,1.29,1.6600000000000001,0.92,2.08,2.08,2.08,-0.21,2.08,0.0,not_trading,2021-02-23 13:00:00,,1630911085,,true,true,,xdai-token,,0.0,[]
9924,XDC2,XDC,XDC Network,,xdc-network,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1619093577,,true,true,,xdc-network,,0.0,[1]
9925,XDMC,XDMC,MPCX,,mpcx,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1556201250,2019-04-27 17:00:00,true,true,,mpcx,,0.0,[15]
9926,XEBS,XEBS,Ebosia,,ebosia,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1546506613,2019-06-23 23:59:00,true,true,,ebosia,,0.0,[15]
9927,XEN3,XEN,Xenon,,xenontoken,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,,,1588596291,,true,true,,xenontoken,,0.0,[]
9928,XENC,XENC,Xenchain,,xenchain,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2019-01-17 10:40:00,,1556058778,,true,true,,xenchain,,0.0,[15]
9929,XET2,XET,Xfinite,,xfinite,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1629803679,,true,true,,xfinite,,0.0,[]
9930,XFII,XFII,XFII,,xfii,0.9200449968187091,,,0.0,0.0,0.0,13.49,33.0,41.23,-86.23,-86.23,-86.23,-89.9,-89.99,0.0,true,2020-11-17 13:55:00,,1631031157,,true,true,,xfii,,0.0,[15]
9931,XFIT,XFIT,XFai Token,,xfai-token,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1614490714,,true,true,,xfai -token,,0.0,[]
9932,XFYI,XFYI,XCredit Finance,,xcredit-finance,4.86,,,0.0,0.0,0.0,149.06,713.82,17.57,-71.71,-71.71,-71.71,-81.91,556.13,0.0,true,2020-09-22 12:15:00,,1630193731,,true,true,,xcredit-finance,,0.0,[15]
9933,XGM2,XGM,Defis,,defis,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,,134558580.0,1594907572,,true,true,,defis,,0.0,[]
9934,XHDX,xHDX,HydraDX,,hydradx-token,0.131362273799999,,2365.0,0.17,5.5,17.75,86.18,35.09,-56.85,13.31,13.31,13.31,129.62,13.31,4841.0,true,2021-02-10 10:45:00,,1632745786,0000-00-00 00:00:00,true,true,,hydradx,,0.0,[]
9935,XIDR,XIDR,Straits XIDR,,straits-xidr,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,,,1573205407,,true,true,,straits-xidr,,0.0,[27]
